,loss,accuracy,recall,val_loss,val_accuracy,val_recall,activation,batch_size
0,"[1.0877233743667603, 0.8157835602760315, 0.5188761949539185, 0.3566776514053345, 0.2625370919704437, 0.20068420469760895]","[0.613007128238678, 0.7064926624298096, 0.8397313356399536, 0.893463671207428, 0.9224048256874084, 0.9418991804122925]","[0.33963778614997864, 0.6348005533218384, 0.8212975859642029, 0.8866345882415771, 0.9152911305427551, 0.9355800151824951]","[0.9571917653083801, 0.6840301156044006, 0.544678807258606, 0.5188175439834595, 0.5299553871154785, 0.5666496157646179]","[0.6477397084236145, 0.7545315623283386, 0.7962437272071838, 0.7982091903686523, 0.792312741279602, 0.791657567024231]","[0.3475469946861267, 0.6561210751533508, 0.7716643810272217, 0.7326914072036743, 0.7629527449607849, 0.763411283493042]",tanh,512
